experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,subject_average proxemics_location_0,subject_proxemics_location_0
Experiment 1,123,1,1,1,1,4.635968,0,Experiment 1/123/S001/trackers/subject_average proxemics_T001.csv,Experiment 1/123/S001/trackers/subject_proxemics_T001.csv
