time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z
86.4367,0,5.443132,0,0,270,90.00001
86.45335,0,5.469591,0,0,270,90.00001
86.47002,0,5.49609,0,0,270,90.00001
86.48669,0,5.522581,0,0,270,90.00001
86.50336,0,5.549068,0,0,270,90.00001
86.52001,0,5.575528,0,0,270,90.00001
86.53668,0,5.602028,0,0,270,90.00001
86.55336,0,5.628525,0,0,270,90.00001
86.57001,0,5.654984,0,0,270,90.00001
86.58671,0,5.681517,0,0,270,90.00001
86.60336,0,5.707976,0,0,270,90.00001
86.62,0,5.734435,0,0,270,90.00001
86.63669,0,5.760951,0,0,270,90.00001
86.65334,0,5.78741,0,0,270,90.00001
86.67002,0,5.813916,0,0,270,90.00001
86.68669,0,5.84041,0,0,270,90.00001
86.70335,0,5.866869,0,0,270,90.00001
86.72003,0,5.89339,0,0,270,90.00001
86.73668,0,5.919849,0,0,270,90.00001
86.75336,0,5.946354,0,0,270,90.00001
86.77001,0,5.972813,0,0,270,90.00001
86.78669,0,5.999317,0,0,270,90.00001
86.80336,0,6.025805,0,0,270,90.00001
86.82002,0,6.052294,0,0,270,90.00001
86.83668,0,6.078753,0,0,270,90.00001
86.85336,0,6.105258,0,0,270,90.00001
86.87003,0,6.131747,0,0,270,90.00001
86.88669,0,6.158234,0,0,270,90.00001
86.90334,0,6.184693,0,0,270,90.00001
86.92002,0,6.211206,0,0,270,90.00001
86.93668,0,6.237665,0,0,270,90.00001
86.95336,0,6.264177,0,0,270,90.00001
86.97001,0,6.290637,0,0,270,90.00001
86.9867,0,6.317162,0,0,270,90.00001
87.00335,0,6.343621,0,0,270,90.00001
87.02002,0,6.370112,0,0,270,90.00001
87.03669,0,6.396602,0,0,270,90.00001
87.05336,0,6.423095,0,0,270,90.00001
87.07001,0,6.449554,0,0,270,90.00001
87.08669,0,6.476058,0,0,270,90.00001
87.10336,0,6.502544,0,0,270,90.00001
87.12,0,6.529003,0,0,270,90.00001
87.13672,0,6.555567,0,0,270,90.00001
87.15337,0,6.582026,0,0,270,90.00001
87.17002,0,6.608485,0,0,270,90.00001
87.18669,0,6.634981,0,0,270,90.00001
87.20335,0,6.66144,0,0,270,90.00001
87.22002,0,6.687938,0,0,270,90.00001
87.23669,0,6.714429,0,0,270,90.00001
87.25334,0,6.740888,0,0,270,90.00001
87.27002,0,6.767401,0,0,270,90.00001
87.28667,0,6.79386,0,0,270,90.00001
87.30335,0,6.820367,0,0,270,90.00001
87.32002,0,6.846856,0,0,270,90.00001
87.33669,0,6.873342,0,0,270,90.00001
87.35334,0,6.899801,0,0,270,90.00001
87.37002,0,6.926304,0,0,270,90.00001
87.3867,0,6.952814,0,0,270,90.00001
87.40335,0,6.979273,0,0,270,90.00001
87.42001,0,7.005762,0,0,270,90.00001
87.43669,0,7.032265,0,0,270,90.00001
87.45335,0,7.058724,0,0,270,90.00001
87.47002,0,7.085222,0,0,270,90.00001
87.48669,0,7.111712,0,0,270,90.00001
87.50336,0,7.138201,0,0,270,90.00001
87.52,0,7.16466,0,0,270,90.00001
87.53669,0,7.191169,0,0,270,90.00001
87.55334,0,7.217628,0,0,270,90.00001
87.57002,0,7.244141,0,0,270,90.00001
87.58667,0,7.2706,0,0,270,90.00001
87.60335,0,7.297102,0,0,270,90.00001
87.62,0,7.323562,0,0,270,90.00001
