time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z
70.27011,0,2.011256,0,0,270,90.00001
70.28679,0,2.022532,0,0,270,90.00001
70.32012,0,2.045067,0,0,270,90.00001
70.33678,0,2.056324,0,0,270,90.00001
70.35345,0,2.0676,0,0,270,90.00001
70.3701,0,2.078857,0,0,270,90.00001
70.38679,0,2.090135,0,0,270,90.00001
70.40346,0,2.101404,0,0,270,90.00001
70.42023,0,2.112746,0,0,270,90.00001
70.43688,0,2.124002,0,0,270,90.00001
70.45353,0,2.135258,0,0,270,90.00001
70.47018,0,2.146515,0,0,270,90.00001
70.48683,0,2.157771,0,0,270,90.00001
70.50348,0,2.169028,0,0,270,90.00001
70.52013,0,2.180284,0,0,270,90.00001
70.53678,0,2.191541,0,0,270,90.00001
70.55346,0,2.202818,0,0,270,90.00001
70.57011,0,2.214075,0,0,270,90.00001
70.58679,0,2.225353,0,0,270,90.00001
70.60345,0,2.236609,0,0,270,90.00001
70.62012,0,2.247885,0,0,270,90.00001
70.63677,0,2.259141,0,0,270,90.00001
70.65345,0,2.270418,0,0,270,90.00001
70.6701,0,2.281674,0,0,270,90.00001
70.68679,0,2.292957,0,0,270,90.00001
70.70344,0,2.304213,0,0,270,90.00001
70.72012,0,2.31549,0,0,270,90.00001
70.73677,0,2.326746,0,0,270,90.00001
70.75345,0,2.338023,0,0,270,90.00001
70.77013,0,2.349295,0,0,270,90.00001
70.78677,0,2.360551,0,0,270,90.00001
70.80345,0,2.371825,0,0,270,90.00001
70.82012,0,2.383096,0,0,270,90.00001
70.83677,0,2.394352,0,0,270,90.00001
70.85345,0,2.405628,0,0,270,90.00001
70.87012,0,2.4169,0,0,270,90.00001
70.8868,0,2.428168,0,0,270,90.00001
70.90344,0,2.439425,0,0,270,90.00001
70.92012,0,2.450698,0,0,270,90.00001
70.93679,0,2.46197,0,0,270,90.00001
70.95344,0,2.473226,0,0,270,90.00001
70.97012,0,2.484501,0,0,270,90.00001
70.98679,0,2.495771,0,0,270,90.00001
71.00343,0,2.507027,0,0,270,90.00001
71.02012,0,2.518304,0,0,270,90.00001
71.03679,0,2.529574,0,0,270,90.00001
71.05344,0,2.540831,0,0,270,90.00001
71.07011,0,2.552106,0,0,270,90.00001
71.08678,0,2.563374,0,0,270,90.00001
71.10345,0,2.574642,0,0,270,90.00001
71.1201,0,2.585898,0,0,270,90.00001
71.13679,0,2.59718,0,0,270,90.00001
71.15343,0,2.608436,0,0,270,90.00001
71.17011,0,2.619712,0,0,270,90.00001
71.18678,0,2.630981,0,0,270,90.00001
71.20344,0,2.642238,0,0,270,90.00001
71.22012,0,2.653519,0,0,270,90.00001
71.23679,0,2.664787,0,0,270,90.00001
71.25344,0,2.676044,0,0,270,90.00001
71.27012,0,2.687322,0,0,270,90.00001
71.28679,0,2.698592,0,0,270,90.00001
71.30344,0,2.709849,0,0,270,90.00001
71.32012,0,2.721124,0,0,270,90.00001
71.33677,0,2.73238,0,0,270,90.00001
71.35345,0,2.743659,0,0,270,90.00001
71.3701,0,2.754915,0,0,270,90.00001
71.38679,0,2.766194,0,0,270,90.00001
71.40343,0,2.777451,0,0,270,90.00001
71.42012,0,2.788731,0,0,270,90.00001
71.43678,0,2.799988,0,0,270,90.00001
71.45345,0,2.811266,0,0,270,90.00001
71.4701,0,2.822522,0,0,270,90.00001
71.48679,0,2.833802,0,0,270,90.00001
71.50344,0,2.845058,0,0,270,90.00001
71.52011,0,2.856332,0,0,270,90.00001
71.53678,0,2.8676,0,0,270,90.00001
71.55345,0,2.878872,0,0,270,90.00001
71.57011,0,2.890128,0,0,270,90.00001
71.58678,0,2.901402,0,0,270,90.00001
71.60345,0,2.912672,0,0,270,90.00001
71.62012,0,2.92394,0,0,270,90.00001
71.63679,0,2.935209,0,0,270,90.00001
71.65345,0,2.946477,0,0,270,90.00001
71.6701,0,2.957733,0,0,270,90.00001
71.68678,0,2.969011,0,0,270,90.00001
71.70345,0,2.980279,0,0,270,90.00001
71.7201,0,2.991536,0,0,270,90.00001
71.73679,0,3.002814,0,0,270,90.00001
71.75345,0,3.014082,0,0,270,90.00001
71.7701,0,3.025338,0,0,270,90.00001
71.78679,0,3.036619,0,0,270,90.00001
71.80344,0,3.047876,0,0,270,90.00001
71.82011,0,3.059149,0,0,270,90.00001
71.83678,0,3.07042,0,0,270,90.00001
71.85345,0,3.081692,0,0,270,90.00001
71.87011,0,3.092948,0,0,270,90.00001
71.88679,0,3.104223,0,0,270,90.00001
71.90346,0,3.115493,0,0,270,90.00001
71.9201,0,3.126749,0,0,270,90.00001
71.93679,0,3.138029,0,0,270,90.00001
71.95344,0,3.149285,0,0,270,90.00001
71.97012,0,3.160561,0,0,270,90.00001
71.98677,0,3.171818,0,0,270,90.00001
72.00346,0,3.1831,0,0,270,90.00001
72.0201,0,3.194357,0,0,270,90.00001
72.03678,0,3.205631,0,0,270,90.00001
72.05343,0,3.216887,0,0,270,90.00001
72.07011,0,3.228162,0,0,270,90.00001
72.08678,0,3.239432,0,0,270,90.00001
72.10343,0,3.250689,0,0,270,90.00001
72.12011,0,3.261965,0,0,270,90.00001
72.13678,0,3.273235,0,0,270,90.00001
72.15343,0,3.284491,0,0,270,90.00001
72.17012,0,3.295775,0,0,270,90.00001
72.18677,0,3.307032,0,0,270,90.00001
72.20345,0,3.318305,0,0,270,90.00001
72.22012,0,3.329577,0,0,270,90.00001
72.23677,0,3.340833,0,0,270,90.00001
72.25344,0,3.352106,0,0,270,90.00001
72.27012,0,3.363379,0,0,270,90.00001
72.28677,0,3.374636,0,0,270,90.00001
72.30344,0,3.385909,0,0,270,90.00001
72.32009,0,3.397166,0,0,270,90.00001
72.33678,0,3.408445,0,0,270,90.00001
72.35345,0,3.419714,0,0,270,90.00001
72.37009,0,3.43097,0,0,270,90.00001
72.38678,0,3.442249,0,0,270,90.00001
72.40343,0,3.453506,0,0,270,90.00001
